,2022/01/21,2022/01/31,2022/02/28,2022/03/31,2022/04/30,2022/05/31,2022/06/30,2022/07/31,2022/08/31,2022/09/30,2022/10/31,2022/11/30,2022/12/31,2023/01/31,2023/02/28,2023/03/31,2023/04/30,2023/05/31,2023/06/30,2023/07/31,2023/08/31,2023/09/30,2023/10/31,2023/11/30,2023/12/31,2024/01/31,2024/02/29,2024/03/31,2024/04/30,2024/05/31,2024/06/30,2024/07/31,2024/08/31,2024/09/30,2024/10/31,2024/11/30,2024/12/31,2025/01/31,2025/02/28,2025/03/31,2025/04/30,2025/05/31,2025/06/30,2025/07/31,2025/08/31,2025/09/30,2025/10/31,2025/11/30,2025/12/31,2026/01/31,2026/02/28,2026/03/31,2026/04/30,2026/05/31,2026/06/30,2026/07/31,2026/08/31,2026/09/30,2026/10/31,2026/11/30,2026/12/31,2027/01/31,2027/02/28,2027/03/31,2027/04/30,2027/05/31,2027/06/30,2027/07/31,2027/08/31,2027/09/30,2027/10/31,2027/11/30,2027/12/31,2028/01/31,2028/02/29,2028/03/31,2028/04/30,2028/05/31,2028/06/30,2028/07/31,2028/08/31,2028/09/30,2028/10/31,2028/11/30,2028/12/31,2029/01/31,2029/02/28,2029/03/31,2029/04/30,2029/05/31,2029/06/30,2029/07/31,2029/08/31,2029/09/30,2029/10/31,2029/11/30,2029/12/31,2030/01/31,2030/02/28,2030/03/31,2030/04/30,2030/05/31,2030/06/30,2030/07/31,2030/08/31,2030/09/30,2030/10/31,2030/11/30,2030/12/31,2031/01/31,2031/02/28,2031/03/31,2031/04/30,2031/05/31,2031/06/30,2031/07/31,2031/08/31,2031/09/30,2031/10/31,2031/11/30,2031/12/31,2032/01/31,2032/02/29,2032/03/31,2032/04/30,2032/05/31,2032/06/30,2032/07/31,2032/08/31,2032/09/30,2032/10/31,2032/11/30,2032/12/31,2033/01/31,2033/02/28,2033/03/31,2033/04/30,2033/05/31,2033/06/30,2033/07/31,2033/08/31,2033/09/30,2033/10/31,2033/11/30,2033/12/31,2034/01/31,2034/02/28,2034/03/31,2034/04/30,2034/05/31,2034/06/30,2034/07/31,2034/08/31,2034/09/30,2034/10/31,2034/11/30,2034/12/31,2035/01/31,2035/02/28,2035/03/31,2035/04/30,2035/05/31,2035/06/30,2035/07/31,2035/08/31,2035/09/30,2035/10/31,2035/11/30,2035/12/31,2036/01/31,2036/02/29,2036/03/31,2036/04/30,2036/05/31,2036/06/30,2036/07/31,2036/08/31,2036/09/30,2036/10/31,2036/11/30,2036/12/31,2037/01/31,2037/02/28,2037/03/31,2037/04/30,2037/05/31,2037/06/30,2037/07/31,2037/08/31,2037/09/30,2037/10/31,2037/11/30,2037/12/31,2038/01/31,2038/02/28,2038/03/31,2038/04/30,2038/05/31,2038/06/30,2038/07/31,2038/08/31,2038/09/30,2038/10/31,2038/11/30,2038/12/31,2039/01/31,2039/02/28,2039/03/31,2039/04/30,2039/05/31,2039/06/30,2039/07/31,2039/08/31,2039/09/30,2039/10/31,2039/11/30,2039/12/31,2040/01/31,2040/02/29,2040/03/31,2040/04/30,2040/05/31,2040/06/30,2040/07/31,2040/08/31,2040/09/30,2040/10/31,2040/11/30,2040/12/31,2041/01/31,2041/02/28,2041/03/31,2041/04/30,2041/05/31,2041/06/30,2041/07/31,2041/08/31,2041/09/30,2041/10/31,2041/11/30,2041/12/31,2042/01/31,2042/02/28,2042/03/31,2042/04/30,2042/05/31,2042/06/30,2042/07/31,2042/08/31,2042/09/30,2042/10/31,2042/11/30,2042/12/31,2043/01/31
0xb30d86d84f5b2df67ef962be0c6cf4c39901d416,0,0,0,0,0,0,0,0,0,0,0,0,0,"199,458,904","198,691,781","197,842,466","197,020,548","196,171,233","195,349,315","194,500,000","193,650,685","192,828,767","191,979,452","191,157,534","190,308,219","189,461,225","188,668,875","187,821,880","187,002,208","186,155,214","185,335,542","184,488,547","183,641,553","182,821,880","181,974,886","181,155,214","180,308,219","179,458,904","178,691,781","177,842,466","177,020,548","176,171,233","175,349,315","174,500,000","173,650,685","172,828,767","171,979,452","171,157,534","170,308,219","169,458,904","168,691,781","167,842,466","167,020,548","166,171,233","165,349,315","164,500,000","163,650,685","162,828,767","161,979,452","161,157,534","160,308,219","159,458,904","158,691,781","157,842,466","157,020,548","156,171,233","155,349,315","154,500,000","153,650,685","152,828,767","151,979,452","151,157,534","150,308,219","149,461,225","148,668,875","147,821,880","147,002,208","146,155,214","145,335,542","144,488,547","143,641,553","142,821,880","141,974,886","141,155,214","140,308,219","139,458,904","138,691,781","137,842,466","137,020,548","136,171,233","135,349,315","134,500,000","133,650,685","132,828,767","131,979,452","131,157,534","130,308,219","129,458,904","128,691,781","127,842,466","127,020,548","126,171,233","125,349,315","124,500,000","123,650,685","122,828,767","121,979,452","121,157,534","120,308,219","119,458,904","118,691,781","117,842,466","117,020,548","116,171,233","115,349,315","114,500,000","113,650,685","112,828,767","111,979,452","111,157,534","110,308,219","109,461,225","108,668,875","107,821,880","107,002,208","106,155,214","105,335,542","104,488,547","103,641,553","102,821,880","101,974,886","101,155,214","100,308,219","99,458,904","98,691,781","97,842,466","97,020,548","96,171,233","95,349,315","94,500,000","93,650,685","92,828,767","91,979,452","91,157,534","90,308,219","89,458,904","88,691,781","87,842,466","87,020,548","86,171,233","85,349,315","84,500,000","83,650,685","82,828,767","81,979,452","81,157,534","80,308,219","79,458,904","78,691,781","77,842,466","77,020,548","76,171,233","75,349,315","74,500,000","73,650,685","72,828,767","71,979,452","71,157,534","70,308,219","69,461,225","68,668,875","67,821,880","67,002,208","66,155,214","65,335,542","64,488,547","63,641,553","62,821,880","61,974,886","61,155,214","60,308,219","59,458,904","58,691,781","57,842,466","57,020,548","56,171,233","55,349,315","54,500,000","53,650,685","52,828,767","51,979,452","51,157,534","50,308,219","49,458,904","48,691,781","47,842,466","47,020,548","46,171,233","45,349,315","44,500,000","43,650,685","42,828,767","41,979,452","41,157,534","40,308,219","39,458,904","38,691,781","37,842,466","37,020,548","36,171,233","35,349,315","34,500,000","33,650,685","32,828,767","31,979,452","31,157,534","30,308,219","29,461,225","28,668,875","27,821,880","27,002,208","26,155,214","25,335,542","24,488,547","23,641,553","22,821,880","21,974,886","21,155,214","20,308,219","19,458,904","18,691,781","17,842,466","17,020,548","16,171,233","15,349,315","14,500,000","13,650,685","12,828,767","11,979,452","11,157,534","10,308,219","9,458,904","8,691,781","7,842,466","7,020,548","6,171,233","5,349,315","4,500,000","3,650,685","2,828,767","1,979,452","1,157,534","308,219",0
0x446d8fc461b67833f10b16384714f5ea4bf4fd29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","130,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","70,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","50,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x8022ecf3019cf3978bea4945e78f6b0874c23065,0,0,0,0,0,0,0,0,0,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xeb3c06fded23286369da78f4bc2424cedeab201c,0,0,0,0,0,0,0,0,0,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x5f84a7f84d0769d8da768ea76e1d263040823562,0,0,0,0,0,0,0,0,0,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","8,000,000","8,000,000","8,000,000","8,000,000","7,777,770","7,555,548","7,333,326","7,111,104","6,888,882","6,666,660","6,444,438","6,222,216","5,999,994","5,777,772","5,555,550","5,333,328","5,111,106","4,888,884","4,666,662","4,444,440","4,222,218","3,999,996","3,777,774","3,555,552","3,333,330","3,111,108","2,888,886","2,666,664","2,444,442","2,222,220","1,999,998","1,777,776","1,555,554","1,333,332","1,111,110","888,888","666,666","444,444","222,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x551cf5e062ca7e938df1ff318e126f6487ae28d6,0,0,0,0,0,0,0,0,0,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","8,000,000","8,000,000","8,000,000","8,000,000","7,777,770","7,555,548","7,333,326","7,111,104","6,888,882","6,666,660","6,444,438","6,222,216","5,999,994","5,777,772","5,555,550","5,333,328","5,111,106","4,888,884","4,666,662","4,444,440","4,222,218","3,999,996","3,777,774","3,555,552","3,333,330","3,111,108","2,888,886","2,666,664","2,444,442","2,222,220","1,999,998","1,777,776","1,555,554","1,333,332","1,111,110","888,888","666,666","444,444","222,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34164b424b9c48b8919278e508cceef24206a6f3,0,0,0,0,0,0,0,0,0,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","8,000,000","8,000,000","8,000,000","8,000,000","7,777,770","7,555,548","7,333,326","7,111,104","6,888,882","6,666,660","6,444,438","6,222,216","5,999,994","5,777,772","5,555,550","5,333,328","5,111,106","4,888,884","4,666,662","4,444,440","4,222,218","3,999,996","3,777,774","3,555,552","3,333,330","3,111,108","2,888,886","2,666,664","2,444,442","2,222,220","1,999,998","1,777,776","1,555,554","1,333,332","1,111,110","888,888","666,666","444,444","222,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xa5557194956a10372fdf92a1fe5ee1e75ae94b71,0,0,0,0,0,0,0,0,0,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","7,200,000","7,200,000","7,200,000","7,200,000","7,000,000","6,800,000","6,600,000","6,400,000","6,200,000","6,000,000","5,800,000","5,600,000","5,400,000","5,200,000","5,000,000","4,800,000","4,600,000","4,400,000","4,200,000","4,000,000","3,800,000","3,600,000","3,400,000","3,200,000","3,000,000","2,800,000","2,600,000","2,400,000","2,200,000","2,000,000","1,800,000","1,600,000","1,400,000","1,200,000","1,000,000","800,000","600,000","400,000","200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xaa4d976a52dd9aba7279a49871a3c62ad301fc4a,0,0,0,0,0,0,0,0,0,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","7,200,000","7,200,000","7,200,000","7,200,000","7,000,000","6,800,000","6,600,000","6,400,000","6,200,000","6,000,000","5,800,000","5,600,000","5,400,000","5,200,000","5,000,000","4,800,000","4,600,000","4,400,000","4,200,000","4,000,000","3,800,000","3,600,000","3,400,000","3,200,000","3,000,000","2,800,000","2,600,000","2,400,000","2,200,000","2,000,000","1,800,000","1,600,000","1,400,000","1,200,000","1,000,000","800,000","600,000","400,000","200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7ecdbcbf48c3be31944bcc51f5ea93616ec7a01a,0,0,"48,611,080","47,222,192","45,833,304","44,444,416","43,055,528","41,666,640","40,277,752","38,888,864","37,499,976","36,111,088","34,722,200","33,333,312","31,944,424","30,555,536","29,166,648","27,777,760","26,388,872","24,999,984","23,611,096","22,222,208","20,833,320","19,444,432","18,055,544","16,666,656","15,277,768","13,888,880","12,499,992","11,111,104","9,722,216","8,333,328","6,944,440","5,555,552","4,166,664","2,777,776","1,388,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x2a5a6a530ce361eb1d16631ca3f5750ae1ed7f20,0,0,"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","9,833,294","9,666,628","9,499,962","9,333,296","9,166,630","8,999,964","8,833,298","8,666,632","8,499,966","8,333,300","8,166,634","7,999,968","7,833,302","7,666,636","7,499,970","7,333,304","7,166,638","6,999,972","6,833,306","6,666,640","6,499,974","6,333,308","6,166,642","5,999,976","5,833,310","5,666,644","5,499,978","5,333,312","5,166,646","4,999,980","4,833,314","4,666,648","4,499,982","4,333,316","4,166,650","3,999,984","3,833,318","3,666,652","3,499,986","3,333,320","3,166,654","2,999,988","2,833,322","2,666,656","2,499,990","2,333,324","2,166,658","1,999,992","1,833,326","1,666,660","1,499,994","1,333,328","1,166,662","999,996","833,330","666,664","499,998","333,332","166,666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x32da7ed2260c4f2db5a5e08f415f1eae8aa1ecde,0,0,"486,080","472,192","458,304","444,416","430,528","416,640","402,752","388,864","374,976","361,088","347,200","333,312","319,424","305,536","291,648","277,760","263,872","249,984","236,096","222,208","208,320","194,432","180,544","166,656","152,768","138,880","124,992","111,104","97,216","83,328","69,440","55,552","41,664","27,776","13,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0d1412d12f445741a0e4ca9e8287f29a265418fa,0,0,,0,"4,861,080","4,583,304","4,444,416","4,305,528","4,166,640","4,027,752","3,888,864","3,749,976","3,611,088","3,472,200","3,472,200","3,194,424","3,194,424","2,916,648","2,777,760","2,638,872","2,499,984","2,361,096","2,222,208","2,083,320","1,944,432","1,805,544","1,666,656","1,527,768","1,388,880","1,249,992","1,111,104","972,216","833,328","694,440","555,552","416,664","277,776","138,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xaec961c4fd21363ffc0562093e5c02036396d501,0,0,0,0,"972,195","916,641","888,864","861,087","833,310","805,533","777,756","749,979","722,202","694,425","694,425","638,871","638,871","583,317","555,540","527,763","499,986","472,209","444,432","416,655","388,878","361,101","333,324","305,547","277,770","249,993","222,216","194,439","166,662","138,885","111,108","83,331","55,554","27,777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x367db82f610b8c072986be1e6121f3175d9bbfc9,0,0,0,0,"486,080","458,304","444,416","430,528","416,640","402,752","388,864","374,976","361,088","347,200","347,200","319,424","319,424","291,648","277,760","263,872","249,984","236,096","222,208","208,320","194,432","180,544","166,656","152,768","138,880","124,992","111,104","97,216","83,328","69,440","55,552","41,664","27,776","13,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x39c3d6c38f753c066cda8d1c69d69832000678da,0,0,0,0,"486,080","458,304","444,416","430,528","416,640","402,752","388,864","374,976","361,088","347,200","347,200","319,424","319,424","291,648","277,760","263,872","249,984","236,096","222,208","208,320","194,432","180,544","166,656","152,768","138,880","124,992","111,104","97,216","83,328","69,440","55,552","41,664","27,776","13,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
